,Cluster,age,Years_Enrolled,age_divide,Recency,Income,Total_Expenses,Savings,economic_status,Qualification,togetherness,family,children,Kidhome,MntWines,Teenhome,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Ttl_Campaign,Ttl_no_Purchase,Deals_Purchase_Ratio,Store_Purchase_Ratio,Web_Purchase_Ratio,Catalogue_Purchase_Ratio,avg_web_visits,Ttl_place_purchase
1942,Highest economic class,47,10,MiddleAge,not frequent,56939.0,595,56344.0,Upper middle,Graduate,yes,yes,1,0,256,1,34,103,90,29,49,2,3,3,10,3,no,no,no,no,no,no,no,0,18,0.1111111111111111,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.25,18
1943,Upper middle class,72,9,Elderly,frequent,80872.0,1408,79464.0,Upper middle,Graduate,no,no,0,0,483,0,72,567,94,12,108,1,4,4,10,1,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.5263157894736842,0.21052631578947367,0.21052631578947367,0.08333333333333333,19
1944,Lower middle,47,11,MiddleAge,not frequent,72335.0,2197,70138.0,Upper middle,Post graduate,yes,no,0,0,1285,0,105,653,28,21,0,1,10,4,8,8,no,no,no,no,no,no,yes,0,23,0.043478260869565216,0.34782608695652173,0.43478260869565216,0.17391304347826086,0.6666666666666666,23
1945,Highest economic class,59,10,MiddleAge,not frequent,61798.0,467,61331.0,Upper middle,Post graduate,no,no,0,0,338,0,4,89,11,8,13,1,4,2,9,4,no,no,no,no,no,no,no,0,16,0.0625,0.5625,0.25,0.125,0.3333333333333333,16
1946,Upper middle class,73,9,Elderly,not frequent,76842.0,1140,75702.0,Upper middle,Post graduate,no,no,0,0,605,0,10,345,84,54,32,1,1,8,7,0,no,no,no,no,no,no,no,0,17,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.47058823529411764,0.0,17
1947,Lowest,47,9,MiddleAge,frequent,29478.0,20,29458.0,Lower middle,Graduate,yes,yes,1,1,8,0,0,7,3,1,1,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
1948,Low,67,11,Elderly,frequent,46998.0,418,46580.0,Lower middle,Graduate,no,no,1,0,172,1,41,86,45,6,27,5,5,3,5,7,yes,no,no,no,no,no,no,1,18,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.5833333333333334,18
1949,Upper middle class,33,10,Young,frequent,96843.0,1615,95228.0,High,Graduate,no,no,0,0,448,0,71,951,40,17,17,1,6,11,10,2,no,no,yes,no,no,no,yes,1,28,0.03571428571428571,0.35714285714285715,0.21428571428571427,0.39285714285714285,0.16666666666666666,28
1950,Lowest,73,9,Elderly,not frequent,56551.0,142,56409.0,Lower middle,Post graduate,no,no,2,1,67,1,4,32,17,2,16,3,2,1,4,4,no,no,no,no,no,no,no,0,10,0.3,0.4,0.2,0.1,0.3333333333333333,10
1951,Highest economic class,58,10,MiddleAge,not frequent,70053.0,1065,68988.0,Upper middle,Post graduate,yes,yes,1,0,512,1,53,98,81,179,89,3,8,5,10,5,no,no,no,no,no,no,no,0,26,0.11538461538461539,0.38461538461538464,0.3076923076923077,0.19230769230769232,0.4166666666666667,26
1952,Lower middle,61,10,MiddleAge,not frequent,71670.0,1782,69888.0,Upper middle,Post graduate,no,no,0,0,1462,0,16,128,0,0,160,1,5,3,6,6,no,yes,yes,no,yes,no,yes,3,15,0.06666666666666667,0.4,0.3333333333333333,0.2,0.5,15
1953,Lowest,45,9,Young,not frequent,44359.0,45,44314.0,Lower middle,Graduate,yes,yes,2,1,20,1,0,14,7,3,1,3,2,0,4,3,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.25,9
1954,Low,71,10,Elderly,not frequent,40887.0,165,40722.0,Lower middle,Graduate,no,no,2,1,50,1,4,44,10,10,43,3,3,1,3,9,no,no,no,no,no,no,yes,0,10,0.3,0.3,0.3,0.1,0.75,10
1955,Lowest,57,9,MiddleAge,not frequent,48877.0,145,48732.0,Lower middle,Graduate,no,no,1,0,102,1,1,15,2,0,24,1,3,0,4,7,no,no,no,no,no,no,no,0,8,0.125,0.5,0.375,0.0,0.5833333333333334,8
1956,Upper middle class,76,10,Elderly,frequent,74485.0,1883,72602.0,Upper middle,Graduate,yes,no,0,0,499,0,149,815,173,49,49,1,6,7,12,3,no,no,no,no,no,no,no,0,26,0.038461538461538464,0.46153846153846156,0.23076923076923078,0.2692307692307692,0.25,26
1957,Highest economic class,51,10,MiddleAge,frequent,64474.0,858,63616.0,Upper middle,Graduate,yes,yes,1,0,381,1,35,172,56,86,93,2,8,2,10,5,no,no,no,no,no,no,no,0,22,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.4166666666666667,22
1958,Upper middle class,60,9,MiddleAge,not frequent,77226.0,1181,76045.0,Upper middle,Graduate,yes,yes,1,0,631,1,43,239,128,76,21,2,6,8,12,3,no,no,no,no,no,no,no,0,28,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.25,28
1959,Upper middle class,74,10,Elderly,frequent,72643.0,1509,71134.0,Upper middle,Graduate,no,no,0,0,526,0,80,553,123,94,53,1,3,10,7,2,no,no,no,yes,no,no,yes,1,21,0.047619047619047616,0.3333333333333333,0.14285714285714285,0.47619047619047616,0.16666666666666666,21
1960,Lower middle,45,9,Young,not frequent,85738.0,1397,84341.0,High,Post graduate,yes,no,0,0,913,0,26,376,17,26,13,1,3,6,11,1,no,yes,yes,no,no,no,no,2,21,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.2857142857142857,0.08333333333333333,21
1961,Highest economic class,57,10,MiddleAge,not frequent,55686.0,982,54704.0,Lower middle,Graduate,no,no,1,0,673,1,0,199,37,47,26,2,6,3,5,4,yes,no,no,no,no,no,no,1,16,0.125,0.3125,0.375,0.1875,0.3333333333333333,16
1962,Lowest,40,9,Young,not frequent,39062.0,44,39018.0,Lower middle,Graduate,no,no,1,1,23,0,0,9,0,0,12,1,1,0,3,4,yes,no,no,no,no,no,no,1,5,0.2,0.6,0.2,0.0,0.3333333333333333,5
1963,Low,52,10,MiddleAge,not frequent,34600.0,351,34249.0,Lower middle,Graduate,yes,yes,2,1,199,1,33,60,8,3,15,5,5,2,5,8,no,no,no,no,no,no,yes,0,17,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.11764705882352941,0.6666666666666666,17
1964,Lowest,48,10,MiddleAge,not frequent,40794.0,457,40337.0,Lower middle,Graduate,yes,yes,1,0,261,1,23,73,4,23,50,2,6,3,5,7,no,no,no,no,no,no,no,0,16,0.125,0.3125,0.375,0.1875,0.5833333333333334,16
1965,Lowest,52,10,MiddleAge,frequent,54690.0,214,54476.0,Lower middle,Graduate,yes,yes,2,1,111,1,16,37,7,9,18,3,3,1,5,3,no,no,no,no,no,no,no,0,12,0.25,0.4166666666666667,0.25,0.08333333333333333,0.25,12
1966,Low,54,10,MiddleAge,not frequent,4428.0,363,4065.0,Extremly low,Graduate,yes,yes,1,0,16,1,4,12,2,4,321,0,25,0,0,1,no,no,no,no,no,no,no,0,25,0.0,0.0,1.0,0.0,0.08333333333333333,25
1967,Highest economic class,60,11,MiddleAge,not frequent,32632.0,727,31905.0,Lower middle,Graduate,yes,no,0,0,63,0,151,137,153,19,53,2,4,4,8,5,no,no,no,no,no,no,no,0,18,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.4166666666666667,18
1968,Lowest,55,10,MiddleAge,not frequent,38236.0,88,38148.0,Lower middle,Post graduate,no,no,2,1,58,1,0,18,2,0,10,4,3,0,4,7,no,no,no,no,no,no,no,0,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.0,0.5833333333333334,11
1969,Lowest,44,9,Young,not frequent,36781.0,64,36717.0,Lower middle,Graduate,yes,yes,1,1,29,0,1,17,0,3,13,1,2,1,2,8,no,no,no,no,no,no,yes,0,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,6
1970,Lowest,39,11,Young,frequent,31385.0,29,31356.0,Lower middle,Post graduate,no,no,1,1,3,0,2,12,0,1,9,1,1,0,2,8,yes,no,no,no,no,no,yes,1,4,0.25,0.5,0.25,0.0,0.6666666666666666,4
1971,Lowest,39,10,Young,frequent,24570.0,227,24343.0,Low,Graduate,yes,yes,1,1,28,0,34,62,11,14,44,3,4,0,4,9,no,no,no,no,no,no,no,0,11,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.75,11
1972,Low,49,11,MiddleAge,not frequent,25509.0,104,25405.0,Low,Post graduate,no,no,1,1,40,0,3,30,10,7,11,3,3,0,3,9,no,no,no,no,no,no,yes,0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,9
1973,Upper middle class,72,9,Elderly,not frequent,94642.0,2354,92288.0,High,Graduate,yes,no,0,0,879,0,143,797,106,143,143,0,5,7,9,1,no,no,yes,yes,no,no,no,2,21,0.0,0.42857142857142855,0.23809523809523808,0.3333333333333333,0.08333333333333333,21
1974,Lowest,61,10,MiddleAge,not frequent,58646.0,141,58505.0,Upper middle,Post graduate,yes,yes,1,0,62,1,1,44,6,5,22,1,2,1,4,4,no,no,no,no,no,no,no,0,8,0.125,0.5,0.25,0.125,0.3333333333333333,8
1975,Low,48,10,MiddleAge,not frequent,53201.0,422,52779.0,Lower middle,Graduate,no,no,2,1,280,1,7,81,20,0,27,8,6,3,5,7,no,no,no,no,no,no,no,0,22,0.36363636363636365,0.22727272727272727,0.2727272727272727,0.13636363636363635,0.5833333333333334,22
1976,Lowest,66,11,Elderly,not frequent,21994.0,22,21972.0,Low,Graduate,yes,yes,1,0,9,1,0,6,3,1,3,1,0,0,3,5,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.4166666666666667,4
1977,Lowest,45,10,Young,not frequent,57113.0,267,56846.0,Upper middle,Graduate,yes,yes,2,1,182,1,4,33,0,2,42,6,4,1,5,7,no,no,no,no,no,no,no,0,16,0.375,0.3125,0.25,0.0625,0.5833333333333334,16
1978,Highest economic class,32,10,Young,not frequent,51373.0,395,50978.0,Lower middle,Graduate,yes,no,0,0,83,0,2,101,64,26,117,1,3,5,3,4,no,no,no,no,no,no,no,0,12,0.08333333333333333,0.25,0.25,0.4166666666666667,0.3333333333333333,12
1979,Lowest,37,10,Young,not frequent,23477.0,162,23315.0,Low,Graduate,yes,yes,1,1,38,0,15,54,3,8,29,3,3,0,4,8,no,no,no,no,no,no,no,0,10,0.3,0.4,0.3,0.0,0.6666666666666666,10
1980,Highest economic class,67,9,Elderly,not frequent,58116.0,462,57654.0,Upper middle,Graduate,yes,yes,1,0,228,1,19,130,4,11,51,2,3,3,8,2,no,no,no,no,no,no,no,0,16,0.125,0.5,0.1875,0.1875,0.16666666666666666,16
1981,Lower middle,60,10,MiddleAge,not frequent,72968.0,1995,70973.0,Upper middle,Post graduate,no,no,0,0,1092,0,37,592,145,37,55,1,5,5,8,3,no,no,no,yes,no,no,yes,1,19,0.05263157894736842,0.42105263157894735,0.2631578947368421,0.2631578947368421,0.25,19
1982,Lowest,52,10,MiddleAge,frequent,39791.0,189,39602.0,Lower middle,Post graduate,yes,yes,1,0,85,1,15,27,13,13,21,2,3,1,4,7,no,no,no,no,no,no,no,0,10,0.2,0.4,0.3,0.1,0.5833333333333334,10
1983,Lower middle,76,10,Elderly,not frequent,91712.0,2241,89471.0,High,Post graduate,no,no,0,0,1276,0,24,746,94,29,48,0,9,7,11,3,no,no,yes,no,no,no,yes,1,27,0.0,0.4074074074074074,0.3333333333333333,0.25925925925925924,0.25,27
1984,Lower middle,65,9,Elderly,frequent,94472.0,1724,92748.0,High,Graduate,no,no,1,0,1017,1,33,417,108,100,16,1,5,5,5,5,no,yes,yes,no,no,no,no,2,16,0.0625,0.3125,0.3125,0.3125,0.4166666666666667,16
1985,Lowest,63,10,MiddleAge,frequent,13672.0,27,13645.0,Low,Graduate,yes,yes,2,1,6,1,2,9,2,1,5,2,1,0,3,8,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6666666666666666,6
1986,Lower middle,43,9,Young,not frequent,96547.0,830,95717.0,High,Graduate,yes,no,0,0,448,0,21,125,52,101,62,0,7,6,8,2,yes,no,yes,yes,no,no,yes,3,21,0.0,0.38095238095238093,0.3333333333333333,0.2857142857142857,0.16666666666666666,21
1987,Highest economic class,48,11,MiddleAge,frequent,79205.0,918,78287.0,Upper middle,Graduate,yes,no,0,0,504,0,23,117,179,28,44,1,6,5,4,4,no,no,no,yes,no,no,yes,1,16,0.0625,0.25,0.375,0.3125,0.3333333333333333,16
1988,Highest economic class,48,11,MiddleAge,not frequent,56559.0,506,56053.0,Lower middle,Post graduate,yes,yes,1,0,226,1,22,133,41,31,31,3,4,3,8,4,no,no,no,no,no,no,no,0,18,0.16666666666666666,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.3333333333333333,18
1989,Low,50,10,MiddleAge,not frequent,32644.0,416,32228.0,Lower middle,Post graduate,yes,yes,1,1,239,0,3,141,0,7,23,4,7,1,6,8,yes,no,no,no,no,no,no,1,18,0.2222222222222222,0.3333333333333333,0.3888888888888889,0.05555555555555555,0.6666666666666666,18
1990,Highest economic class,43,9,Young,frequent,67506.0,369,67137.0,Upper middle,Graduate,no,no,1,0,90,1,38,67,33,36,67,1,4,1,6,3,no,no,no,no,no,no,no,0,12,0.08333333333333333,0.5,0.3333333333333333,0.08333333333333333,0.25,12
1991,Lowest,53,10,MiddleAge,frequent,24206.0,27,24179.0,Low,Graduate,no,no,1,1,7,0,2,8,3,2,3,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
1992,Lowest,56,10,MiddleAge,not frequent,28420.0,15,28405.0,Low,Post graduate,no,no,1,1,4,0,2,5,2,0,0,1,1,0,2,6,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5,4
1993,Lowest,53,11,MiddleAge,not frequent,22979.0,132,22847.0,Low,Graduate,yes,yes,1,1,16,0,17,19,20,21,22,3,3,2,2,8,no,no,no,no,no,no,yes,0,10,0.3,0.2,0.3,0.2,0.6666666666666666,10
1994,Lowest,57,9,MiddleAge,not frequent,33279.0,19,33260.0,Lower middle,Graduate,no,no,0,0,10,0,3,3,0,0,0,1,0,0,3,3,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.25,4
1995,Lowest,51,10,MiddleAge,not frequent,46423.0,92,46331.0,Lower middle,Post graduate,no,no,2,1,68,1,0,16,0,0,8,3,2,0,4,7,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.5833333333333334,9
1996,Lowest,46,10,MiddleAge,frequent,30368.0,52,30316.0,Lower middle,Graduate,yes,yes,1,0,35,1,0,13,2,0,2,2,2,0,3,8,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
1997,Upper middle class,53,11,MiddleAge,frequent,63684.0,1544,62140.0,Upper middle,Graduate,yes,yes,1,0,575,1,80,428,208,93,80,3,8,4,8,5,no,no,no,no,no,no,no,0,23,0.13043478260869565,0.34782608695652173,0.34782608695652173,0.17391304347826086,0.4166666666666667,23
1998,Low,59,10,MiddleAge,frequent,41638.0,441,41197.0,Lower middle,Graduate,no,no,1,0,315,1,0,31,4,0,91,4,5,5,3,8,yes,no,no,no,no,no,no,1,17,0.23529411764705882,0.17647058823529413,0.29411764705882354,0.29411764705882354,0.6666666666666666,17
1999,Highest economic class,64,10,Elderly,frequent,68805.0,285,68520.0,Upper middle,Post graduate,no,no,1,0,182,1,2,49,17,13,20,1,3,1,7,2,no,no,no,no,no,no,no,0,12,0.08333333333333333,0.5833333333333334,0.25,0.08333333333333333,0.16666666666666666,12
2000,Highest economic class,57,9,MiddleAge,frequent,65814.0,761,65053.0,Upper middle,Post graduate,yes,yes,1,0,561,1,14,113,10,14,35,3,8,2,10,5,no,no,no,no,no,no,no,0,23,0.13043478260869565,0.43478260869565216,0.34782608695652173,0.08695652173913043,0.4166666666666667,23
2001,Upper middle class,65,10,Elderly,frequent,71964.0,1921,70043.0,Upper middle,Graduate,no,no,0,0,587,0,51,932,180,34,86,1,5,6,5,3,no,no,no,no,no,no,no,0,17,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.25,17
2002,Lowest,37,10,Young,not frequent,39146.0,166,38980.0,Lower middle,Graduate,no,no,1,1,94,0,1,33,13,12,12,3,4,0,4,8,no,no,no,no,no,no,no,0,11,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.6666666666666666,11
2003,Lower middle,46,10,MiddleAge,frequent,96876.0,1984,94892.0,High,Graduate,yes,no,0,0,908,0,43,735,40,194,21,1,7,7,9,2,no,yes,yes,yes,no,no,yes,3,24,0.041666666666666664,0.375,0.2916666666666667,0.2916666666666667,0.16666666666666666,24
2004,Highest economic class,42,10,Young,frequent,34445.0,961,33484.0,Lower middle,Undergraduate,yes,no,0,0,228,0,122,122,208,129,30,6,11,2,8,9,no,no,no,no,no,no,no,0,27,0.2222222222222222,0.2962962962962963,0.4074074074074074,0.07407407407407407,0.75,27
2005,Upper middle class,65,11,Elderly,not frequent,68281.0,1767,66514.0,Upper middle,Graduate,no,no,0,0,995,0,112,417,42,48,41,1,2,9,13,5,no,no,no,no,no,no,yes,0,25,0.04,0.52,0.08,0.36,0.4166666666666667,25
2006,Lowest,48,10,MiddleAge,not frequent,37284.0,24,37260.0,Lower middle,Graduate,yes,yes,2,1,11,1,1,2,2,1,6,1,0,0,3,6,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.5,4
2007,Lowest,40,10,Young,not frequent,36790.0,69,36721.0,Lower middle,Graduate,yes,no,0,0,3,0,3,14,15,21,10,1,2,1,2,9,no,no,no,no,no,no,yes,0,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.75,6
2008,Lowest,56,10,MiddleAge,frequent,27943.0,38,27905.0,Low,Graduate,yes,yes,2,1,12,1,1,16,4,1,3,3,2,0,3,8,no,no,no,no,no,no,no,0,8,0.375,0.375,0.25,0.0,0.6666666666666666,8
2009,Lowest,72,9,Elderly,not frequent,22263.0,21,22242.0,Low,Graduate,no,no,2,1,17,1,0,2,0,0,2,2,1,0,3,6,no,no,no,no,no,yes,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.5,6
2010,Lowest,51,11,MiddleAge,frequent,30261.0,22,30239.0,Lower middle,Graduate,yes,yes,3,1,8,2,0,5,0,3,6,1,0,0,3,8,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.6666666666666666,4
2011,Lowest,45,9,Young,not frequent,28587.0,82,28505.0,Lower middle,Graduate,yes,yes,1,1,22,0,4,17,12,10,13,3,2,0,4,6,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.5,9
2012,Lowest,41,10,Young,frequent,43815.0,89,43726.0,Lower middle,Post graduate,yes,yes,1,1,14,0,10,29,4,7,15,1,2,0,3,6,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5,6
2013,Lowest,67,9,Elderly,frequent,48195.0,292,47903.0,Lower middle,Graduate,yes,yes,2,1,106,1,27,68,52,7,5,6,4,2,5,6,no,no,no,no,no,no,no,0,17,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.5,17
2014,Highest economic class,71,9,Elderly,not frequent,77027.0,1232,75795.0,Upper middle,Post graduate,yes,yes,1,0,820,1,57,242,45,0,11,2,8,3,6,4,no,no,no,no,no,no,no,0,19,0.10526315789473684,0.3157894736842105,0.42105263157894735,0.15789473684210525,0.3333333333333333,19
2015,Highest economic class,58,10,MiddleAge,frequent,71322.0,1348,69974.0,Upper middle,Post graduate,yes,yes,1,0,753,1,43,226,69,10,204,2,8,5,13,4,no,no,no,no,no,no,no,0,28,0.07142857142857142,0.4642857142857143,0.2857142857142857,0.17857142857142858,0.3333333333333333,28
2016,Lowest,44,9,Young,not frequent,32765.0,49,32716.0,Lower middle,Post graduate,yes,yes,1,1,13,0,3,17,7,3,3,2,2,0,4,5,no,no,no,no,no,no,no,0,8,0.25,0.5,0.25,0.0,0.4166666666666667,8
2017,Lowest,58,10,MiddleAge,not frequent,29672.0,26,29646.0,Lower middle,Graduate,yes,yes,2,1,9,1,1,3,0,4,8,1,0,0,3,6,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.5,4
2018,Lowest,70,10,Elderly,not frequent,23272.0,49,23223.0,Low,Graduate,no,no,0,0,19,0,3,6,4,2,12,1,1,0,3,4,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.3333333333333333,5
2019,Low,74,11,Elderly,not frequent,49912.0,882,49030.0,Lower middle,Post graduate,yes,yes,1,0,520,1,8,223,32,49,42,4,10,5,7,8,yes,no,no,no,no,no,yes,1,26,0.15384615384615385,0.2692307692307692,0.38461538461538464,0.19230769230769232,0.6666666666666666,26
2020,Lowest,38,11,Young,frequent,7500.0,117,7383.0,Low,Graduate,yes,yes,1,1,5,0,17,17,13,14,34,4,2,1,3,9,no,no,no,no,no,no,no,0,10,0.4,0.3,0.2,0.1,0.75,10
2021,Low,76,10,Elderly,frequent,68117.0,974,67143.0,Upper middle,Post graduate,no,no,1,0,618,1,44,215,0,17,36,2,11,8,4,6,yes,no,no,no,no,no,yes,1,25,0.08,0.16,0.44,0.32,0.5,25
2022,Highest economic class,68,10,Elderly,not frequent,67225.0,903,66322.0,Upper middle,Graduate,yes,yes,1,0,315,1,35,322,46,7,143,3,7,2,11,5,no,no,no,no,no,no,no,0,23,0.13043478260869565,0.4782608695652174,0.30434782608695654,0.08695652173913043,0.4166666666666667,23
2023,Lowest,47,10,MiddleAge,frequent,17649.0,46,17603.0,Low,Graduate,yes,yes,1,1,15,0,1,23,0,5,1,3,3,0,3,8,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,9
2024,Highest economic class,48,10,MiddleAge,not frequent,55914.0,1320,54594.0,Lower middle,Graduate,yes,yes,1,0,384,1,60,364,119,101,232,4,11,6,8,7,no,no,no,no,no,no,no,0,29,0.13793103448275862,0.27586206896551724,0.3793103448275862,0.20689655172413793,0.5833333333333334,29
2025,Lowest,39,10,Young,frequent,40059.0,443,39616.0,Lower middle,Graduate,yes,yes,1,1,110,0,29,92,28,10,145,1,6,2,3,8,yes,no,no,no,no,no,no,1,12,0.08333333333333333,0.25,0.5,0.16666666666666666,0.6666666666666666,12
2026,Highest economic class,73,10,Elderly,not frequent,60905.0,409,60496.0,Upper middle,Graduate,yes,yes,1,0,208,1,17,76,36,17,38,2,3,3,7,2,no,no,no,no,no,no,no,0,15,0.13333333333333333,0.4666666666666667,0.2,0.2,0.16666666666666666,15
2027,Highest economic class,46,11,MiddleAge,frequent,75330.0,1191,74139.0,Upper middle,Graduate,yes,yes,2,1,555,1,82,257,93,61,61,4,10,3,12,6,no,no,no,no,no,no,no,0,29,0.13793103448275862,0.41379310344827586,0.3448275862068966,0.10344827586206896,0.5,29
2028,Highest economic class,72,10,Elderly,not frequent,60689.0,729,59960.0,Upper middle,Graduate,no,no,1,0,240,1,90,216,63,6,24,4,4,4,10,3,no,no,no,no,no,no,no,0,22,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.25,22
2029,Lowest,39,10,Young,frequent,38680.0,79,38601.0,Lower middle,Graduate,yes,yes,1,1,11,0,0,36,15,5,12,1,2,0,3,7,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5833333333333334,6
2030,Upper middle class,41,10,Young,not frequent,61416.0,1819,59597.0,Upper middle,Graduate,yes,no,0,0,848,0,154,323,201,61,78,1,10,3,10,6,yes,no,no,no,no,no,no,1,24,0.041666666666666664,0.4166666666666667,0.4166666666666667,0.125,0.5,24
2031,Highest economic class,32,10,Young,frequent,49767.0,739,49028.0,Lower middle,Graduate,no,no,0,0,202,0,47,197,55,42,149,1,5,4,8,4,no,no,no,no,no,no,no,0,18,0.05555555555555555,0.4444444444444444,0.2777777777777778,0.2222222222222222,0.3333333333333333,18
2032,Highest economic class,53,11,MiddleAge,frequent,83273.0,1481,81792.0,Upper middle,Graduate,no,no,3,1,433,2,89,650,16,102,102,10,4,6,9,7,no,no,no,no,no,no,no,0,29,0.3448275862068966,0.3103448275862069,0.13793103448275862,0.20689655172413793,0.5833333333333334,29
2033,Lowest,42,10,Young,not frequent,29009.0,50,28959.0,Lower middle,Graduate,yes,yes,1,1,6,0,6,15,10,5,2,2,2,0,3,6,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5,7
2034,Lowest,44,10,Young,frequent,45057.0,50,45007.0,Lower middle,Post graduate,yes,yes,1,1,37,0,0,7,3,0,3,1,2,0,3,5,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.4166666666666667,6
2035,Low,52,11,MiddleAge,frequent,37150.0,504,36646.0,Lower middle,Graduate,yes,yes,1,1,167,0,37,64,49,34,116,8,4,3,6,7,no,no,no,no,no,no,no,0,21,0.38095238095238093,0.2857142857142857,0.19047619047619047,0.14285714285714285,0.5833333333333334,21
2036,Lowest,53,10,MiddleAge,frequent,43020.0,230,42790.0,Lower middle,Graduate,no,no,1,1,45,0,7,99,4,25,43,3,4,1,4,6,no,no,no,no,no,no,no,0,12,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.5,12
2037,Lowest,64,9,Elderly,frequent,53154.0,158,52996.0,Lower middle,Graduate,yes,yes,1,0,129,1,0,21,0,1,7,1,3,1,4,4,no,no,no,no,no,no,no,0,9,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3333333333333333,9
2038,Upper middle class,50,10,MiddleAge,frequent,65308.0,1211,64097.0,Upper middle,Graduate,yes,no,0,0,713,0,0,264,120,80,34,1,7,8,12,4,no,no,yes,yes,no,no,no,2,28,0.03571428571428571,0.42857142857142855,0.25,0.2857142857142857,0.3333333333333333,28
2039,Upper middle class,53,11,MiddleAge,not frequent,76467.0,1736,74731.0,Upper middle,Graduate,no,no,1,1,676,0,161,426,210,44,58,2,2,5,5,6,no,no,no,no,no,no,yes,0,14,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.5,14
2040,Upper middle class,76,10,Elderly,not frequent,81044.0,1234,79810.0,Upper middle,Graduate,yes,no,0,0,450,0,26,535,73,98,26,1,5,6,10,1,no,no,no,no,no,no,no,0,22,0.045454545454545456,0.45454545454545453,0.22727272727272727,0.2727272727272727,0.08333333333333333,22
2041,Lowest,72,10,Elderly,not frequent,32871.0,45,32826.0,Lower middle,Graduate,yes,yes,2,1,22,1,2,12,0,2,5,1,1,0,3,4,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.3333333333333333,5
